Time,Iteration,Cost,Parameters
Sat Aug 24 02:37:40 2024,0,0.3549073166869485,[-2.89815836  2.23240955 -2.12930472 -0.11150594  0.54886199]
Sat Aug 24 02:38:41 2024,1,0.3482140108962053,[-2.89425333  2.22850452 -2.12539968 -0.11541098  0.55276703]
Sat Aug 24 02:39:41 2024,2,0.3460450853760746,[-2.88909336  2.22334454 -2.13055966 -0.12057095  0.557927  ]
Sat Aug 24 02:40:41 2024,3,0.3536360708197556,[-2.88484208  2.21909327 -2.13481093 -0.12482223  0.55367572]
Sat Aug 24 02:41:41 2024,4,0.34407249277603036,[-2.87987326  2.21412444 -2.13977976 -0.1198534   0.55864455]
Sat Aug 24 02:42:41 2024,5,0.3501915180939897,[-2.87427263  2.20852382 -2.14538038 -0.12545403  0.55304392]
Sat Aug 24 02:43:40 2024,6,0.3557661105147359,[-2.86963309  2.20388428 -2.14074084 -0.13009356  0.54840438]
Sat Aug 24 02:44:40 2024,7,0.3471125916579716,[-2.86434554  2.19859673 -2.1460284  -0.12480601  0.54311683]
Sat Aug 24 02:45:39 2024,8,0.3382046827469085,[-2.85862706  2.19287825 -2.15174687 -0.11908753  0.53739836]
Sat Aug 24 02:46:40 2024,9,0.34580995907786216,[-2.85358863  2.19791668 -2.14670844 -0.11404911  0.53235993]
Sat Aug 24 02:47:40 2024,10,0.3438991135632791,[-2.84858777  2.20291755 -2.15170931 -0.11904997  0.52735906]
Sat Aug 24 02:48:40 2024,11,0.34383094183399104,[-2.84338046  2.20812485 -2.15691661 -0.11384267  0.52215176]
Sat Aug 24 02:49:39 2024,12,0.34197769932203115,[-2.83761723  2.21388809 -2.15115337 -0.10807943  0.52791499]
Sat Aug 24 02:50:39 2024,13,0.3463112375562629,[-2.83199009  2.21951523 -2.15678051 -0.11370657  0.52228786]
Sat Aug 24 02:51:39 2024,14,0.3368194955863005,[-2.82648514  2.21401027 -2.15127556 -0.10820162  0.51678291]
Sat Aug 24 02:52:39 2024,15,0.34274691675745644,[-2.82014727  2.22034814 -2.15761343 -0.10186375  0.52312077]
Sat Aug 24 02:53:39 2024,16,0.34017344164214475,[-2.81516318  2.22533223 -2.15262934 -0.09687966  0.52810486]
Sat Aug 24 02:54:39 2024,17,0.33935510854111317,[-2.80987114  2.23062427 -2.1473373  -0.09158762  0.52281283]
Sat Aug 24 02:55:38 2024,18,0.3357748818700193,[-2.80592709  2.23456833 -2.14339324 -0.08764357  0.52675688]
Sat Aug 24 02:56:38 2024,19,0.3308886642852119,[-2.80027436  2.2289156  -2.13774052 -0.09329629  0.52110416]
Sat Aug 24 02:57:38 2024,20,0.34262542732377754,[-2.79417875  2.23501121 -2.13164491 -0.08720068  0.51500855]
Sat Aug 24 02:58:39 2024,21,0.337543854936643,[-2.78817183  2.22900429 -2.13765183 -0.09320761  0.50900163]
Sat Aug 24 02:59:39 2024,22,0.3342980146333384,[-2.78270902  2.22354147 -2.14311465 -0.08774479  0.50353882]
Sat Aug 24 03:00:39 2024,23,0.3386257186919682,[-2.77626427  2.21709673 -2.1366699  -0.08130005  0.49709407]
Sat Aug 24 03:01:39 2024,24,0.3387864230107242,[-2.76986165  2.22349935 -2.14307253 -0.07489742  0.49069145]
Sat Aug 24 03:02:39 2024,25,0.3348331535458487,[-2.76430429  2.22905672 -2.13751516 -0.06934006  0.49624881]
Sat Aug 24 03:03:40 2024,26,0.3308828669658266,[-2.75762728  2.23573372 -2.13083816 -0.07601706  0.48957181]
Sat Aug 24 03:04:39 2024,27,0.333340511880222,[-2.75136029  2.22946672 -2.13710516 -0.06975006  0.49583881]
Sat Aug 24 03:05:39 2024,28,0.32739788208805914,[-2.74615378  2.23467323 -2.13189865 -0.07495657  0.4906323 ]
Sat Aug 24 03:06:39 2024,29,0.33030991802096965,[-2.73938954  2.22790899 -2.12513442 -0.06819233  0.48386807]
Sat Aug 24 03:07:39 2024,30,0.33198923105666855,[-2.73349493  2.22201437 -2.13102903 -0.06229772  0.48976268]
Sat Aug 24 03:08:39 2024,31,0.3304444836879534,[-2.72883715  2.22667215 -2.13568681 -0.0669555   0.49442046]
Sat Aug 24 03:09:39 2024,32,0.32524485027183203,[-2.72240608  2.23310322 -2.14211788 -0.06052443  0.50085153]
Sat Aug 24 03:10:38 2024,33,0.32712503842088453,[-2.71449326  2.22519039 -2.13420505 -0.0526116   0.4929387 ]
Sat Aug 24 03:11:39 2024,34,0.32830541522021633,[-2.70811408  2.23156957 -2.12782587 -0.05899078  0.48655952]
Sat Aug 24 03:12:38 2024,35,0.3243464520630707,[-2.70167203  2.22512752 -2.13426792 -0.06543283  0.49300157]
Sat Aug 24 03:13:39 2024,36,0.324540466653809,[-2.69545197  2.23134758 -2.12804787 -0.07165288  0.49922163]
Sat Aug 24 03:14:38 2024,37,0.31483438084438875,[-2.68912927  2.23767028 -2.12172516 -0.07797559  0.50554433]
