Time,Iteration,Cost,Parameters
Sat Nov 30 15:24:23 2024,1765,0.0154563151385911,[-2.94212629e+00  2.32117154e+00 -2.20378625e+00 -2.17748803e-01
  5.90727093e-01 -2.79578276e+00  3.22179164e+00  2.03838343e+00
  9.57746526e-01 -1.01289220e+00  7.43552771e-01  9.39746723e-01
  1.31187861e+00 -1.94261909e+00  1.04273475e+00  2.93208684e+00
 -3.43272910e-01 -3.08914266e-01 -1.85021509e+00  9.01515296e-01
  1.73469422e+00  2.74203799e+00 -1.17609445e+00 -2.91974144e-01
 -2.53370153e+00 -2.20515939e+00  3.17640119e+00  2.41278456e+00
 -6.94410818e-01 -2.89313463e+00  1.40632954e+00 -1.46447934e-01
 -2.37907101e+00  2.26712508e+00  1.49211733e+00 -6.60245644e-01
  9.09943472e-01 -1.57322307e+00 -3.40835117e-01  2.45297867e+00
 -6.35641387e-04  7.84803968e-01  2.83452580e+00  9.67739173e-01
  3.09805125e+00  2.93374074e+00  2.89182686e+00 -2.89604678e+00
  1.16236472e-01 -2.96269567e-01  1.42871818e+00  2.76298768e+00
 -4.95323384e-01 -2.31032137e+00  2.43546607e+00 -3.06184346e+00
  7.13873466e-01 -6.64946831e-01 -1.93932074e+00  2.60086849e+00
 -1.87821496e+00 -1.71389978e+00 -2.45124085e+00  2.16466281e+00
 -2.22840510e+00  2.20558226e+00  2.28392250e+00  1.72584961e+00
  2.28738962e+00  2.87957835e+00  1.66698199e+00  1.72924031e+00
 -1.85058158e+00 -2.10995769e+00  1.25276911e+00]
Sat Nov 30 15:39:19 2024,1766,0.013990996961326867,[-2.94371933e+00  2.31957851e+00 -2.20219321e+00 -2.19341841e-01
  5.89134055e-01 -2.79737580e+00  3.22338468e+00  2.03679039e+00
  9.56153488e-01 -1.01129917e+00  7.41959734e-01  9.38153686e-01
  1.31347165e+00 -1.94102605e+00  1.04432779e+00  2.93049380e+00
 -3.41679872e-01 -3.07321229e-01 -1.85180813e+00  9.03108334e-01
  1.73310118e+00  2.74363103e+00 -1.17450142e+00 -2.90381106e-01
 -2.53529456e+00 -2.20356635e+00  3.17799423e+00  2.41119152e+00
 -6.96003856e-01 -2.89154160e+00  1.40473650e+00 -1.44854896e-01
 -2.37747797e+00  2.26553205e+00  1.49371037e+00 -6.61838682e-01
  9.08350434e-01 -1.57481611e+00 -3.42428155e-01  2.45138563e+00
  9.57396288e-04  7.86397006e-01  2.83293276e+00  9.69332210e-01
  3.09964429e+00  2.93533378e+00  2.89023382e+00 -2.89763982e+00
  1.17829509e-01 -2.97862605e-01  1.42712514e+00  2.76139464e+00
 -4.93730347e-01 -2.31191441e+00  2.43387304e+00 -3.06343650e+00
  7.12280428e-01 -6.66539868e-01 -1.94091378e+00  2.60246153e+00
 -1.87662192e+00 -1.71549281e+00 -2.44964781e+00  2.16625585e+00
 -2.22681206e+00  2.20398922e+00  2.28232946e+00  1.72425657e+00
  2.28579658e+00  2.87798531e+00  1.66538895e+00  1.73083335e+00
 -1.84898854e+00 -2.11155073e+00  1.25436215e+00]
Sat Nov 30 15:54:08 2024,1767,0.01470318582535332,[-2.94327591e+00  2.31913509e+00 -2.20174980e+00 -2.19785252e-01
  5.88690644e-01 -2.79781921e+00  3.22294127e+00  2.03634698e+00
  9.56596900e-01 -1.01174258e+00  7.42403145e-01  9.37710274e-01
  1.31302824e+00 -1.94058264e+00  1.04388438e+00  2.93005039e+00
 -3.42123284e-01 -3.07764640e-01 -1.85225154e+00  9.02664922e-01
  1.73354459e+00  2.74407444e+00 -1.17405800e+00 -2.89937695e-01
 -2.53573798e+00 -2.20400976e+00  3.17755082e+00  2.41074811e+00
 -6.96447268e-01 -2.89198501e+00  1.40429309e+00 -1.44411484e-01
 -2.37703456e+00  2.26597546e+00  1.49415378e+00 -6.61395271e-01
  9.07907023e-01 -1.57437269e+00 -3.41984744e-01  2.45182904e+00
  5.13984716e-04  7.85953594e-01  2.83337617e+00  9.69775622e-01
  3.09920088e+00  2.93489037e+00  2.89067723e+00 -2.89719641e+00
  1.18272921e-01 -2.97419193e-01  1.42756855e+00  2.76183806e+00
 -4.93286935e-01 -2.31147100e+00  2.43342963e+00 -3.06387991e+00
  7.11837017e-01 -6.66983280e-01 -1.94047037e+00  2.60201811e+00
 -1.87617851e+00 -1.71593623e+00 -2.44920440e+00  2.16669926e+00
 -2.22725547e+00  2.20443263e+00  2.28277288e+00  1.72381316e+00
  2.28535317e+00  2.87754190e+00  1.66494554e+00  1.73038994e+00
 -1.84854513e+00 -2.11110732e+00  1.25480556e+00]
Sat Nov 30 16:09:03 2024,1768,0.013637989290669993,[-2.9470512   2.32291038 -2.19797451 -0.22356054  0.59246593 -2.79404393
  3.22671656  2.03257169  0.96037219 -1.00796729  0.73862786  0.93393499
  1.31680353 -1.94435793  1.04765967  2.93382567 -0.34589857 -0.30398935
 -1.84847626  0.90644021  1.73731988  2.74029915 -1.17028272 -0.29371298
 -2.53951326 -2.20778505  3.18132611  2.40697282 -0.69267198 -2.8957603
  1.40806838 -0.1406362  -2.37325928  2.26220017  1.49792907 -0.66517056
  0.91168231 -1.57059741 -0.33820946  2.45560433  0.00428927  0.78972888
  2.83715146  0.97355091  3.10297616  2.93866566  2.88690194 -2.90097169
  0.12204821 -0.30119448  1.42379327  2.76561334 -0.48951165 -2.31524628
  2.42965434 -3.06765519  0.7156123  -0.67075857 -1.93669508  2.59824283
 -1.87240322 -1.71216094 -2.45297969  2.16292397 -2.23103076  2.20820792
  2.28654816  1.72758844  2.28912846  2.87376662  1.66117026  1.73416523
 -1.84476984 -2.10733203  1.25103027]
Sat Nov 30 16:24:00 2024,1769,0.014445866951254034,[-2.94839635  2.32425553 -2.19662936 -0.22490569  0.59112078 -2.79269877
  3.22806171  2.03391685  0.96171734 -1.00931244  0.73997301  0.93528014
  1.31545837 -1.94570308  1.04900482  2.93517083 -0.34724372 -0.30533451
 -1.8471311   0.90778536  1.73866503  2.7416443  -1.17162787 -0.29505813
 -2.54085842 -2.2064399   3.18267126  2.40831798 -0.69401713 -2.89710545
  1.40941353 -0.13929104 -2.37460443  2.26354532  1.49927422 -0.6638254
  0.91302746 -1.56925225 -0.3368643   2.45694948  0.00563442  0.78838373
  2.83580631  0.97220576  3.10432132  2.9373205   2.88555679 -2.89962654
  0.12339336 -0.29984933  1.42513842  2.76695849 -0.4881665  -2.31659144
  2.43099949 -3.06900035  0.71695746 -0.66941341 -1.93804023  2.59689767
 -1.87105807 -1.71081579 -2.45432484  2.16157882 -2.2296856   2.20686277
  2.28520301  1.7289336   2.29047361  2.87511177  1.66251541  1.73282007
 -1.84611499 -2.10867719  1.24968512]
Sat Nov 30 16:39:00 2024,1770,0.014576143190055513,[-2.95012162  2.3259808  -2.19490409 -0.22318042  0.59284605 -2.7909735
  3.22978698  2.03219158  0.96344261 -1.00758717  0.74169828  0.93700541
  1.3137331  -1.94397781  1.04727955  2.9368961  -0.34896899 -0.30705978
 -1.84540583  0.90606009  1.73693977  2.74336957 -1.1699026  -0.29333287
 -2.53913315 -2.20471463  3.18439653  2.40659271 -0.69229187 -2.89883072
  1.4111388  -0.13756578 -2.37287916  2.26182006  1.49754895 -0.66210014
  0.91130219 -1.56752699 -0.33513903  2.45867475  0.00735969  0.78665846
  2.83753158  0.97393102  3.10259605  2.93559523  2.88383152 -2.90135181
  0.12166809 -0.29812406  1.42341315  2.76868376 -0.48644123 -2.31486617
  2.43272476 -3.07072562  0.71523219 -0.66768814 -1.93631496  2.5951724
 -1.87278334 -1.71254106 -2.45605011  2.16330409 -2.23141087  2.20858803
  2.28347774  1.72720833  2.28874834  2.8733865   1.66424068  1.73109481
 -1.84438973 -2.11040245  1.25141039]
Sat Nov 30 16:53:51 2024,1771,0.014627057934554696,[-2.94793468  2.32379386 -2.19709103 -0.22099348  0.5906591  -2.78878656
  3.23197392  2.03000463  0.96125566 -1.00540023  0.74388523  0.93919235
  1.31154616 -1.94179087  1.04509261  2.93470915 -0.35115594 -0.30487283
 -1.84759278  0.90824704  1.73475282  2.74555652 -1.16771566 -0.29114592
 -2.54132009 -2.20252768  3.18658347  2.40877965 -0.69447881 -2.90101766
  1.41332574 -0.13537883 -2.37506611  2.264007    1.495362   -0.65991319
  0.90911525 -1.56971393 -0.33732598  2.45648781  0.00954664  0.78447151
  2.83534463  0.97611797  3.1004091   2.93340829  2.88601847 -2.89916486
  0.12385504 -0.29593711  1.42122621  2.77087071 -0.48425428 -2.31705311
  2.43053782 -3.07291256  0.71741913 -0.6655012  -1.93412802  2.59298546
 -1.87059639 -1.71035411 -2.45823705  2.16111714 -2.22922393  2.21077498
  2.28129079  1.72502138  2.29093529  2.87557344  1.66642762  1.73328175
 -1.84657667 -2.10821551  1.24922344]
Sat Nov 30 17:08:48 2024,1772,0.01740324558745198,[-2.93067355  2.34105498 -2.17982991 -0.2382546   0.57339797 -2.77152543
  3.2147128   2.04726576  0.94399454 -1.02266136  0.7266241   0.92193123
  1.32880728 -1.95905199  1.02783148  2.91744802 -0.36841706 -0.32213396
 -1.83033165  0.89098591  1.71749169  2.72829539 -1.15045453 -0.30840705
 -2.52405897 -2.18526656  3.16932235  2.39151853 -0.71173994 -2.91827879
  1.39606462 -0.15263996 -2.35780498  2.24674587  1.51262313 -0.67717432
  0.92637637 -1.5524528  -0.35458711  2.43922668 -0.00771449  0.76721039
