Time,Iteration,Cost,Parameters
Fri Aug 23 21:44:11 2024,0,0.4338859046171367,[-2.89820033  2.23245152 -2.12926275 -0.11154791  0.55887019 -2.77509209
  3.0735681   2.19458457  1.1905031  -1.0714662 ]
Fri Aug 23 21:46:02 2024,1,0.43025831575978174,[-2.89311696  2.22736815 -2.12417938 -0.10646454  0.55378683 -2.78017546
  3.07865147  2.19966794  1.18541973 -1.07654957]
Fri Aug 23 21:47:55 2024,2,0.43012672134674557,[-2.88842061  2.2320645  -2.11948303 -0.10176819  0.54909048 -2.78487181
  3.08334782  2.19497158  1.19011608 -1.08124592]
Fri Aug 23 21:49:47 2024,3,0.4312471622377975,[-2.88337068  2.23711444 -2.12453297 -0.10681813  0.54404054 -2.78992174
  3.07829788  2.20002152  1.19516602 -1.08629585]
Fri Aug 23 21:51:40 2024,4,0.4251272850806467,[-2.87811161  2.23185537 -2.1192739  -0.10155906  0.54929961 -2.79518082
  3.08355695  2.20528059  1.18990695 -1.09155493]
Fri Aug 23 21:53:33 2024,5,0.4286935442149285,[-2.8729439   2.23702307 -2.1244416  -0.10672676  0.55446732 -2.79001311
  3.07838925  2.20011289  1.19507465 -1.08638722]
Fri Aug 23 21:55:23 2024,6,0.42332678763156595,[-2.86728555  2.23136473 -2.13009995 -0.10106842  0.54880897 -2.78435476
  3.08404759  2.19445454  1.200733   -1.08072888]
Fri Aug 23 21:57:14 2024,7,0.42674510318443465,[-2.86245156  2.23619872 -2.12526595 -0.10590241  0.55364297 -2.77952077
  3.0792136   2.18962055  1.195899   -1.08556287]
Fri Aug 23 21:59:04 2024,8,0.42589279570823235,[-2.85580905  2.22955622 -2.13190846 -0.09925991  0.54700046 -2.78616327
  3.0858561   2.19626305  1.20254151 -1.07892037]
Fri Aug 23 22:00:54 2024,9,0.4249037552692653,[-2.85011899  2.22386615 -2.13759852 -0.10494998  0.55269053 -2.79185334
  3.09154617  2.19057298  1.20823157 -1.0732303 ]
Fri Aug 23 22:02:45 2024,10,0.4232726151279691,[-2.84469526  2.21844242 -2.14302225 -0.09952625  0.5472668  -2.79727707
  3.08612244  2.19599671  1.2136553  -1.06780657]
Fri Aug 23 22:04:35 2024,11,0.4197206003482018,[-2.83959992  2.21334709 -2.14811759 -0.10462158  0.54217147 -2.80237241
  3.0810271   2.19090138  1.21875064 -1.0729019 ]
Fri Aug 23 22:06:24 2024,12,0.42685935086647836,[-2.83406817  2.21887884 -2.14258584 -0.11015334  0.53663971 -2.80790416
  3.07549535  2.18536963  1.22428239 -1.06737015]
Fri Aug 23 22:08:15 2024,13,0.42283743242139976,[-2.82862109  2.21343176 -2.13713876 -0.11560041  0.53119264 -2.81335124
  3.08094242  2.17992255  1.21883532 -1.07281723]
Fri Aug 23 22:10:05 2024,14,0.4186304074848548,[-2.82282691  2.20763758 -2.14293294 -0.1213946   0.53698682 -2.80755705
  3.08673661  2.17412836  1.21304113 -1.07861141]
Fri Aug 23 22:11:55 2024,15,0.42139454989957836,[-2.81796722  2.20277789 -2.13807325 -0.11653491  0.53212713 -2.80269736
  3.0915963   2.17898805  1.21790082 -1.0834711 ]
Fri Aug 23 22:13:45 2024,16,0.42401725277131497,[-2.81177594  2.20896916 -2.14426453 -0.12272618  0.52593586 -2.79650609
  3.08540502  2.18517933  1.21170955 -1.07727983]
Fri Aug 23 22:15:35 2024,17,0.4188479054892381,[-2.80429144  2.20148466 -2.13678003 -0.13021069  0.53342036 -2.80399059
  3.07792052  2.17769482  1.21919405 -1.06979532]
Fri Aug 23 22:17:25 2024,18,0.41571363599448063,[-2.79863533  2.20714077 -2.14243614 -0.1358668   0.53907647 -2.8096467
  3.08357663  2.17203871  1.22485016 -1.06413921]
Fri Aug 23 22:19:18 2024,19,0.41805341147563363,[-2.79410621  2.20261165 -2.14696526 -0.13133768  0.54360559 -2.81417582
  3.08810575  2.16750959  1.22032104 -1.05961009]
Fri Aug 23 22:21:12 2024,20,0.41652400699134356,[-2.78765315  2.20906471 -2.15341831 -0.13779073  0.55005865 -2.80772276
  3.09455881  2.16105654  1.21386798 -1.06606315]
Fri Aug 23 22:23:04 2024,21,0.4169405185596047,[-2.78181754  2.21490032 -2.1475827  -0.14362634  0.54422303 -2.81355838
  3.10039442  2.16689215  1.2197036  -1.07189876]
Fri Aug 23 22:24:55 2024,22,0.41371525680458643,[-2.77561248  2.20869526 -2.14137764 -0.14983141  0.53801797 -2.80735331
  3.09418936  2.17309721  1.21349853 -1.0656937 ]
Fri Aug 23 22:26:46 2024,23,0.41549118669919455,[-2.77037027  2.20345305 -2.13613544 -0.1445892   0.53277577 -2.80211111
  3.08894715  2.16785501  1.20825633 -1.0709359 ]
Fri Aug 23 22:28:36 2024,24,0.41192120141180266,[-2.76497774  2.20884558 -2.14152797 -0.14998173  0.52738324 -2.80750364
  3.09433969  2.16246248  1.2028638  -1.06554337]
Fri Aug 23 22:30:27 2024,25,0.4124401485145951,[-2.75888349  2.20275133 -2.14762222 -0.15607599  0.5334775  -2.80140938
  3.08824543  2.15636822  1.20895806 -1.07163763]
Fri Aug 23 22:32:19 2024,26,0.4128963740904233,[-2.75254262  2.19641046 -2.14128136 -0.16241686  0.53981836 -2.80775025
  3.09458629  2.16270909  1.21529892 -1.0779785 ]
Fri Aug 23 22:34:10 2024,27,0.41124681426446097,[-2.7466283   2.20232478 -2.13536703 -0.15650253  0.53390404 -2.80183593
  3.10050062  2.16862341  1.2093846  -1.07206417]
Fri Aug 23 22:36:00 2024,28,0.40908017373599403,[-2.74021986  2.19591634 -2.14177547 -0.15009409  0.5274956  -2.79542749
  3.09409218  2.17503185  1.21579304 -1.07847261]
Fri Aug 23 22:37:52 2024,29,0.40861884283573885,[-2.7346123   2.2015239  -2.14738304 -0.14448653  0.52188804 -2.80103505
  3.08848462  2.18063941  1.21018548 -1.07286505]
Fri Aug 23 22:39:43 2024,30,0.4092775810883546,[-2.72822993  2.19514154 -2.1537654  -0.13810417  0.51550567 -2.80741741
  3.09486698  2.17425704  1.21656784 -1.07924742]
Fri Aug 23 22:41:34 2024,31,0.4118867512207161,[-2.72173821  2.18864982 -2.14727368 -0.13161244  0.5219974  -2.81390914
  3.10135871  2.18074877  1.22305957 -1.07275569]
Fri Aug 23 22:43:26 2024,32,0.4032057780843824,[-2.71480231  2.19558571 -2.14033778 -0.12467655  0.5150615  -2.82084504
  3.09442281  2.18768466  1.22999547 -1.0658198 ]
Fri Aug 23 22:45:17 2024,33,0.4051599083007643,[-2.70760628  2.18838968 -2.13314175 -0.11748051  0.52225753 -2.82804107
  3.10161884  2.18048863  1.22279943 -1.05862376]
Fri Aug 23 22:47:08 2024,34,0.4035213469077544,[-2.7003137   2.19568225 -2.14043432 -0.11018794  0.51496496 -2.83533364
  3.10891141  2.1877812   1.230092   -1.06591633]
Fri Aug 23 22:48:59 2024,35,0.40235065539735554,[-2.69304931  2.20294665 -2.13316992 -0.10292354  0.50770056 -2.84259804
  3.11617581  2.1950456   1.2373564  -1.07318073]
Fri Aug 23 22:50:51 2024,36,0.399968824770732,[-2.6856387   2.19553604 -2.12575932 -0.09551294  0.50028996 -2.85000864
  3.12358642  2.187635    1.2299458  -1.06577013]
Fri Aug 23 22:52:43 2024,37,0.40466201233643023,[-2.67872764  2.18862498 -2.13267038 -0.08860187  0.4933789  -2.85691971
  3.11667535  2.18072393  1.23685686 -1.05885906]
Fri Aug 23 22:54:34 2024,38,0.40253331279654686,[-2.67201676  2.1819141  -2.1259595  -0.09531276  0.50008978 -2.86363059
  3.10996447  2.18743481  1.23014598 -1.05214818]
Fri Aug 23 22:56:26 2024,39,0.39644962944103496,[-2.66580926  2.1757066  -2.132167   -0.08910526  0.50629728 -2.86983809
  3.11617197  2.18122731  1.23635348 -1.05835568]
Fri Aug 23 22:58:18 2024,40,0.4008353756070963,[-2.65983622  2.18167963 -2.13814003 -0.08313223  0.51227031 -2.86386506
  3.11019894  2.17525428  1.24232651 -1.05238265]
Fri Aug 23 23:00:10 2024,41,0.3935253526196259,[-2.65356698  2.18794887 -2.14440927 -0.08940147  0.50600107 -2.85759581
  3.11646818  2.18152353  1.24859575 -1.04611341]
Fri Aug 23 23:02:02 2024,42,0.39216810683866016,[-2.64638386  2.18076575 -2.13722615 -0.09658459  0.51318419 -2.86477894
  3.10928506  2.1743404   1.25577888 -1.03893028]
Fri Aug 23 23:03:54 2024,43,0.39199760530030964,[-2.63814068  2.17252257 -2.14546933 -0.08834141  0.50494101 -2.85653576
  3.10104188  2.18258358  1.26402206 -1.04717346]
Fri Aug 23 23:05:47 2024,44,0.38990853033652884,[-2.63127252  2.17939073 -2.13860117 -0.09520957  0.51180917 -2.8496676
  3.10791004  2.17571542  1.27089022 -1.0403053 ]
Fri Aug 23 23:07:39 2024,45,0.39348331702855033,[-2.62307497  2.18758828 -2.14679872 -0.10340712  0.50361162 -2.85786515
  3.11610759  2.18391297  1.26269267 -1.04850285]
Fri Aug 23 23:09:32 2024,46,0.3906812299790558,[-2.61520017  2.17971348 -2.15467351 -0.11128192  0.51148642 -2.84999035
  3.12398238  2.17603818  1.25481787 -1.04062806]
Fri Aug 23 23:11:25 2024,47,0.3836732328036985,[-2.60825979  2.17277311 -2.16161389 -0.10434154  0.50454604 -2.84304997
  3.117042    2.1690978   1.24787749 -1.04756843]
Fri Aug 23 23:13:18 2024,48,0.3875070195391738,[-2.60097676  2.18005614 -2.15433086 -0.0970585   0.49726301 -2.85033301
  3.10975897  2.16181476  1.24059446 -1.05485147]
Fri Aug 23 23:15:11 2024,49,0.3786762370893569,[-2.59353299  2.18749991 -2.16177463 -0.10450227  0.50470678 -2.85777678
  3.11720274  2.15437099  1.23315069 -1.06229524]
Fri Aug 23 23:17:04 2024,50,0.3794876557609932,[-2.58577125  2.19526165 -2.15401288 -0.11226402  0.49694503 -2.86553852
  3.12496448  2.14660925  1.22538895 -1.07005698]
Fri Aug 23 23:18:57 2024,51,0.37939335921951334,[-2.57764489  2.20338801 -2.14588652 -0.12039038  0.50507139 -2.85741216
  3.11683812  2.13848289  1.23351531 -1.06193062]
Fri Aug 23 23:20:50 2024,52,0.37661409207611657,[-2.56930646  2.19504958 -2.15422495 -0.12872881  0.51340982 -2.84907373
  3.10849969  2.13014446  1.22517688 -1.05359219]
