Time,Iteration,Cost,Parameters
Fri Aug 23 21:43:04 2024,0,0.2539382612611544,[-2.90580776  2.24005894 -2.12690394 -0.11915533  0.55126277]
Fri Aug 23 21:44:10 2024,1,0.2584692787987467,[-2.90890724  2.23695946 -2.12380446 -0.11605585  0.55436226]
Fri Aug 23 21:45:16 2024,2,0.2576662417076939,[-2.91223256  2.23363414 -2.12047914 -0.11938117  0.55768758]
Fri Aug 23 21:46:21 2024,3,0.2565971815006725,[-2.91536894  2.23049776 -2.11734276 -0.12251755  0.56082395]
Fri Aug 23 21:47:27 2024,4,0.2573813975652948,[-2.91843207  2.23356089 -2.11427963 -0.11945442  0.56388708]
Fri Aug 23 21:48:34 2024,5,0.24971092140859508,[-2.91980639  2.23493521 -2.11565396 -0.1180801   0.56251276]
Fri Aug 23 21:49:40 2024,6,0.25144464405917355,[-2.92239997  2.23752879 -2.11824754 -0.12067368  0.55991918]
Fri Aug 23 21:50:45 2024,7,0.2517362721071647,[-2.92472893  2.23985775 -2.11591858 -0.12300263  0.55759022]
Fri Aug 23 21:51:51 2024,8,0.2540236721061035,[-2.9281379   2.24326672 -2.11250961 -0.11959366  0.55418125]
Fri Aug 23 21:52:57 2024,9,0.25095387655630486,[-2.9311489   2.24627772 -2.1155206  -0.11658267  0.55719224]
Fri Aug 23 21:54:02 2024,10,0.25349096986423464,[-2.93288472  2.24801354 -2.11725642 -0.11484685  0.55892807]
Fri Aug 23 21:55:08 2024,11,0.2557002257728797,[-2.935539    2.25066782 -2.11460214 -0.11750113  0.55627378]
Fri Aug 23 21:56:13 2024,12,0.24805937201096934,[-2.93854005  2.25366887 -2.11160109 -0.11450008  0.55327273]
Fri Aug 23 21:57:19 2024,13,0.2585305863670743,[-2.94175725  2.25045167 -2.11481829 -0.11771728  0.55005553]
Fri Aug 23 21:58:24 2024,14,0.2492845994987045,[-2.94327103  2.24893789 -2.11330451 -0.11923107  0.55156931]
Fri Aug 23 21:59:30 2024,15,0.2539393721601052,[-2.94544025  2.25110711 -2.11113529 -0.12140029  0.55373853]
Fri Aug 23 22:00:35 2024,16,0.25255447387384705,[-2.94837612  2.24817125 -2.11407115 -0.11846442  0.5566744 ]
Fri Aug 23 22:01:40 2024,17,0.25061054814563793,[-2.95126421  2.24528315 -2.11695925 -0.12135252  0.55956249]
Fri Aug 23 22:02:45 2024,18,0.25145223047458787,[-2.95427788  2.24226949 -2.11394558 -0.12436619  0.55654883]
Fri Aug 23 22:03:51 2024,19,0.2493763735124511,[-2.95733489  2.24532649 -2.11088857 -0.12130918  0.55349182]
Fri Aug 23 22:04:56 2024,20,0.25221267044095824,[-2.96030476  2.24829636 -2.11385844 -0.11833931  0.55646169]
Fri Aug 23 22:06:02 2024,21,0.25524675218004483,[-2.96322316  2.25121477 -2.11094003 -0.1154209   0.55938009]
Fri Aug 23 22:07:07 2024,22,0.2516818282819522,[-2.96526573  2.25325734 -2.10889746 -0.11337833  0.55733752]
Fri Aug 23 22:08:13 2024,23,0.2522145896727261,[-2.96792736  2.25591896 -2.11155909 -0.11603995  0.55999915]
Fri Aug 23 22:09:18 2024,24,0.2570719184309066,[-2.97070731  2.25313901 -2.10877914 -0.1188199   0.5572192 ]
Fri Aug 23 22:10:24 2024,25,0.2501395407568242,[-2.97389326  2.25632496 -2.11196509 -0.12200585  0.56040515]
Fri Aug 23 22:11:30 2024,26,0.25001487211946244,[-2.97632771  2.25875941 -2.11439954 -0.11957141  0.5579707 ]
Fri Aug 23 22:12:36 2024,27,0.2509043036499595,[-2.9795141   2.25557301 -2.11121314 -0.1227578   0.5611571 ]
Fri Aug 23 22:13:42 2024,28,0.2524806272765661,[-2.9820775   2.25813641 -2.10864974 -0.1253212   0.5585937 ]
Fri Aug 23 22:14:47 2024,29,0.2501366992909553,[-2.98426428  2.25594964 -2.10646296 -0.12750798  0.55640692]
Fri Aug 23 22:15:52 2024,30,0.24844431581729845,[-2.98748527  2.25272865 -2.10324197 -0.12428699  0.55962791]
Fri Aug 23 22:16:58 2024,31,0.2520726798373767,[-2.99094924  2.24926468 -2.099778   -0.12082302  0.56309188]
Fri Aug 23 22:18:03 2024,32,0.2513776773327246,[-2.99331263  2.24690129 -2.09741461 -0.11845963  0.56072849]
Fri Aug 23 22:19:09 2024,33,0.24428687619792255,[-2.99662039  2.25020906 -2.10072238 -0.11515186  0.56403626]
Fri Aug 23 22:20:15 2024,34,0.2493662420649408,[-2.99875983  2.25234849 -2.10286181 -0.11301243  0.56189683]
Fri Aug 23 22:21:22 2024,35,0.25009567884741873,[-3.00041186  2.25069645 -2.10451385 -0.11466447  0.56354886]
Fri Aug 23 22:22:27 2024,36,0.2444717779168061,[-3.00411009  2.24699822 -2.10821208 -0.1183627   0.55985063]
Fri Aug 23 22:23:34 2024,37,0.25049839038815946,[-3.00571565  2.24860378 -2.10981764 -0.11996825  0.55824508]
Fri Aug 23 22:24:40 2024,38,0.2458489327294842,[-3.00850339  2.24581603 -2.10702989 -0.11718051  0.55545734]
Fri Aug 23 22:25:45 2024,39,0.24869931606264392,[-3.01165759  2.24897024 -2.10387569 -0.12033472  0.55230313]
Fri Aug 23 22:26:50 2024,40,0.2508195183323228,[-3.01401743  2.2466104  -2.10151585 -0.11797488  0.55466297]
Fri Aug 23 22:27:56 2024,41,0.2520628570213656,[-3.01691652  2.24950949 -2.10441494 -0.12087397  0.55756206]
Fri Aug 23 22:29:02 2024,42,0.25067732530393516,[-3.0204407   2.25303367 -2.10089076 -0.11734978  0.56108624]
Fri Aug 23 22:30:07 2024,43,0.25080014493367936,[-3.02442863  2.24904574 -2.10487869 -0.12133772  0.55709831]
Fri Aug 23 22:31:12 2024,44,0.24697435157086622,[-3.02798024  2.25259734 -2.10843029 -0.12488932  0.56064991]
Fri Aug 23 22:32:17 2024,45,0.24776927864256057,[-3.03032069  2.2549378  -2.11077075 -0.12722977  0.55830946]
Fri Aug 23 22:33:23 2024,46,0.24535851517292437,[-3.0328975   2.25236099 -2.10819395 -0.12465297  0.56088626]
Fri Aug 23 22:34:28 2024,47,0.2414579133896851,[-3.03531851  2.254782   -2.11061496 -0.12707398  0.55846525]
Fri Aug 23 22:35:34 2024,48,0.24544646276123694,[-3.03833838  2.25176214 -2.10759509 -0.12405412  0.55544538]
Fri Aug 23 22:36:40 2024,49,0.24919740523382355,[-3.04115502  2.25457878 -2.10477846 -0.12687076  0.55262875]
Fri Aug 23 22:37:47 2024,50,0.24664163521838878,[-3.04390393  2.25732769 -2.10202954 -0.12961967  0.55537766]
Fri Aug 23 22:38:52 2024,51,0.24670193073042354,[-3.0470305   2.26045426 -2.09890298 -0.1264931   0.55850423]
Fri Aug 23 22:39:59 2024,52,0.24693141193206863,[-3.04913119  2.25835356 -2.10100367 -0.1243924   0.55640353]
Fri Aug 23 22:41:06 2024,53,0.24326105763757203,[-3.05193691  2.26115928 -2.10380939 -0.12158668  0.55359781]
Fri Aug 23 22:42:11 2024,54,0.24455650942670848,[-3.05509715  2.25799904 -2.10696963 -0.12474692  0.55043757]
Fri Aug 23 22:43:16 2024,55,0.24507413721221655,[-3.05744676  2.25564943 -2.10462002 -0.12239732  0.55278718]
Fri Aug 23 22:44:22 2024,56,0.24918529369594516,[-3.06124427  2.25185192 -2.10841753 -0.1185998   0.55658469]
Fri Aug 23 22:45:27 2024,57,0.2461768056909147,[-3.0643372   2.24875899 -2.1053246  -0.11550688  0.55349176]
Fri Aug 23 22:46:33 2024,58,0.2462169691893452,[-3.06716828  2.25159008 -2.10249352 -0.11833796  0.55066068]
Fri Aug 23 22:47:39 2024,59,0.2413327229164538,[-3.07028124  2.24847712 -2.09938056 -0.12145091  0.55377363]
Fri Aug 23 22:48:45 2024,60,0.24732340908822287,[-3.07351654  2.25171242 -2.09614527 -0.12468621  0.55053833]
Fri Aug 23 22:49:51 2024,61,0.24548069483412574,[-3.07726383  2.25545972 -2.09239797 -0.12093891  0.55428563]
Fri Aug 23 22:50:58 2024,62,0.24585125640752273,[-3.08022081  2.25250274 -2.09535495 -0.12389589  0.55724261]
Fri Aug 23 22:52:04 2024,63,0.24760051487280904,[-3.08369446  2.24902909 -2.0988286  -0.12042224  0.56071626]
Fri Aug 23 22:53:10 2024,64,0.24126500272274537,[-3.08555397  2.2508886  -2.1006881  -0.11856274  0.55885676]
