Time,Iteration,Cost,Parameters
Fri Aug 23 21:30:09 2024,0,0.15157332447651198,[-2.90476839  2.23901958 -2.12586458 -0.11494608  0.55230214]
Fri Aug 23 21:31:24 2024,1,0.15687505346894212,[-2.90601004  2.24026122 -2.12710623 -0.11618773  0.55106049]
Fri Aug 23 21:32:36 2024,2,0.15304054638989928,[-2.90804696  2.24229815 -2.1250693  -0.11415081  0.54902357]
Fri Aug 23 21:33:47 2024,3,0.15590098826185997,[-2.90935857  2.24098654 -2.12638091 -0.1128392   0.55033518]
Fri Aug 23 21:34:58 2024,4,0.15683121791630586,[-2.91064816  2.23969695 -2.1276705  -0.11154961  0.55162476]
Fri Aug 23 21:36:12 2024,5,0.15747966980704134,[-2.91264359  2.23770152 -2.12966593 -0.10955418  0.54962932]
Fri Aug 23 21:37:23 2024,6,0.15542064730533572,[-2.91329912  2.23835705 -2.13032146 -0.10889864  0.55028486]
Fri Aug 23 21:38:36 2024,7,0.1553820862544744,[-2.91492092  2.23673526 -2.13194326 -0.11052044  0.54866306]
Fri Aug 23 21:39:51 2024,8,0.15226862310840147,[-2.91714278  2.23895713 -2.12972139 -0.10829857  0.55088493]
Fri Aug 23 21:41:03 2024,9,0.1607474337273528,[-2.91843384  2.24024818 -2.12843033 -0.10700751  0.54959387]
Fri Aug 23 21:42:14 2024,10,0.15273695159901826,[-2.92008869  2.24190303 -2.12677548 -0.10535266  0.54793902]
Fri Aug 23 21:43:26 2024,11,0.15454752582907913,[-2.92050875  2.2423231  -2.12719554 -0.10577272  0.54751896]
Fri Aug 23 21:44:38 2024,12,0.15508144101209792,[-2.92193108  2.24090077 -2.12861787 -0.1043504   0.54609663]
Fri Aug 23 21:45:50 2024,13,0.14970477633044668,[-2.92322946  2.24219916 -2.12991625 -0.10564878  0.54479825]
Fri Aug 23 21:47:00 2024,14,0.15087930833195887,[-2.92522961  2.24019901 -2.12791611 -0.10364864  0.54679839]
Fri Aug 23 21:48:10 2024,15,0.15412604324235488,[-2.92756624  2.24253564 -2.12557948 -0.10131201  0.54446176]
Fri Aug 23 21:49:21 2024,16,0.15865168274922423,[-2.92912342  2.24409282 -2.12713666 -0.09975483  0.54290458]
Fri Aug 23 21:50:33 2024,17,0.1571107996188474,[-2.93120061  2.24617001 -2.12505947 -0.10183202  0.54082739]
Fri Aug 23 21:51:43 2024,18,0.14882428014152332,[-2.93240092  2.24737032 -2.12625978 -0.10303233  0.54202771]
Fri Aug 23 21:52:53 2024,19,0.1508168194621984,[-2.93432171  2.24929111 -2.12433899 -0.10111154  0.54010692]
Fri Aug 23 21:54:05 2024,20,0.1506759608874684,[-2.93627061  2.2473422  -2.12239009 -0.09916263  0.54205583]
Fri Aug 23 21:55:19 2024,21,0.15147148468331814,[-2.93783906  2.24577376 -2.12082165 -0.10073108  0.54362427]
Fri Aug 23 21:56:29 2024,22,0.1495634436215567,[-2.93931131  2.24430151 -2.11934939 -0.09925882  0.54509652]
Fri Aug 23 21:57:37 2024,23,0.15038441962439583,[-2.94013499  2.24347783 -2.11852571 -0.09843514  0.54427284]
Fri Aug 23 21:58:45 2024,24,0.15044765633172422,[-2.94186787  2.24174495 -2.11679284 -0.09670227  0.54600571]
Fri Aug 23 21:59:55 2024,25,0.15444171403773965,[-2.94271659  2.24089623 -2.11764156 -0.09585354  0.54685443]
Fri Aug 23 22:01:04 2024,26,0.15411297482869538,[-2.94325439  2.24035843 -2.11710376 -0.09531574  0.54631663]
Fri Aug 23 22:02:13 2024,27,0.15117349976891947,[-2.94466281  2.23895    -2.11851218 -0.09390732  0.54490821]
Fri Aug 23 22:03:22 2024,28,0.1526035279849732,[-2.94581788  2.24010507 -2.11735711 -0.09275225  0.54375314]
Fri Aug 23 22:04:30 2024,29,0.15208306762036794,[-2.94754963  2.23837333 -2.11908886 -0.0910205   0.54202139]
Fri Aug 23 22:05:38 2024,30,0.15353128467636887,[-2.94779341  2.23861711 -2.11884508 -0.09126428  0.54177761]
Fri Aug 23 22:06:47 2024,31,0.1490974011683422,[-2.94929668  2.24012038 -2.11734181 -0.09276755  0.54328088]
Fri Aug 23 22:07:55 2024,32,0.15602143409893343,[-2.95030731  2.23910975 -2.11633118 -0.09377818  0.54429151]
Fri Aug 23 22:09:04 2024,33,0.14738545378798207,[-2.95222261  2.24102505 -2.11441587 -0.09186287  0.54620681]
Fri Aug 23 22:10:13 2024,34,0.15274627813781635,[-2.95453293  2.23871474 -2.11210556 -0.09417319  0.54851713]
Fri Aug 23 22:11:23 2024,35,0.15561984843467724,[-2.9558275   2.23742016 -2.11340013 -0.09546776  0.54722256]
Fri Aug 23 22:12:32 2024,36,0.15064932313923257,[-2.95835985  2.23488781 -2.11086778 -0.09800011  0.54469021]
Fri Aug 23 22:13:41 2024,37,0.15614313596575433,[-2.95877589  2.23530385 -2.11128382 -0.09841616  0.54510625]
Fri Aug 23 22:14:51 2024,38,0.15292601989362858,[-2.96049639  2.23358336 -2.11300431 -0.10013665  0.54682674]
Fri Aug 23 22:16:00 2024,39,0.14807048272350465,[-2.96177743  2.2348644  -2.11172327 -0.09885561  0.5455457 ]
Fri Aug 23 22:17:09 2024,40,0.15000494161548053,[-2.96343357  2.23652055 -2.11337942 -0.10051176  0.54388956]
Fri Aug 23 22:18:18 2024,41,0.15028879230358144,[-2.96426121  2.23734819 -2.11420706 -0.1013394   0.54306191]
Fri Aug 23 22:19:28 2024,42,0.15079673498859622,[-2.96505745  2.23655196 -2.11341083 -0.10054316  0.54226568]
Fri Aug 23 22:20:37 2024,43,0.1573644295713221,[-2.96693002  2.23842453 -2.11153826 -0.09867059  0.54039311]
Fri Aug 23 22:21:46 2024,44,0.15504247592106726,[-2.96880271  2.23655184 -2.11341094 -0.0967979   0.5422658 ]
