Time,Iteration,Cost,Parameters
Thu Jan  2 12:25:28 2025,2285,0.087714196946721,[-3.09164748e+00  2.39463846e+00 -2.93628642e+00 -4.42123512e-01
  4.84117382e-01 -2.75708434e+00  2.99299401e+00  2.22502321e+00
  1.18599706e+00 -1.09057443e+00  5.66361047e-01  1.14896346e+00
  1.28097885e+00 -1.91935853e+00  7.49836084e-01  2.93039319e+00
 -6.90227055e-01 -1.88285754e-01 -1.87042368e+00  8.78143906e-01
  1.56138279e+00  2.80490600e+00 -1.31558545e+00 -2.91838346e-01
 -2.35592603e+00 -2.21974828e+00  3.13107391e+00  2.53016405e+00
 -6.45267006e-01 -2.68544302e+00  1.54100519e+00 -7.11569708e-02
 -2.51894140e+00  2.16781317e+00  1.10572378e+00 -6.62628689e-01
  1.04312381e+00 -1.95222359e+00 -2.62114869e-01  2.37855555e+00
 -2.22484929e-01  5.53251729e-01  2.78171251e+00  1.10372853e+00
  2.45762273e+00  3.08195576e+00  2.87203079e+00 -2.95132715e+00
 -1.63395673e-04 -5.36200415e-01  1.69708525e+00  2.63121840e+00
 -2.24554995e-01 -2.50747142e+00  2.58527430e+00 -3.07064891e+00
  7.69853828e-01 -7.22439105e-01 -1.85547490e+00  2.99646532e+00
 -1.87958398e+00 -1.63980653e+00 -2.59417984e+00  2.29473499e+00
 -3.46392073e+00  1.95192445e+00  1.90168940e+00  1.37222940e+00
  2.58191848e+00  2.86171662e+00  1.75836924e+00  1.51142398e+00
 -1.65136442e+00 -2.38536493e+00  1.19650285e+00  6.19463445e-01
  1.63647220e+00 -2.79844720e+00 -5.23345664e-01  2.42779380e+00]
Thu Jan  2 12:33:56 2025,2286,0.08793441990602345,[-3.09091506e+00  2.39537087e+00 -2.93701884e+00 -4.41391096e-01
  4.84849798e-01 -2.75781676e+00  2.99226159e+00  2.22429080e+00
  1.18672947e+00 -1.09130684e+00  5.67093462e-01  1.14823104e+00
  1.28171127e+00 -1.92009095e+00  7.49103668e-01  2.92966077e+00
 -6.89494640e-01 -1.87553338e-01 -1.86969127e+00  8.77411490e-01
  1.56065038e+00  2.80563841e+00 -1.31631786e+00 -2.91105930e-01
 -2.35519361e+00 -2.21901587e+00  3.13034149e+00  2.52943164e+00
 -6.44534590e-01 -2.68471060e+00  1.54173761e+00 -7.04245552e-02
 -2.51820899e+00  2.16854559e+00  1.10499137e+00 -6.63361105e-01
  1.04239140e+00 -1.95149117e+00 -2.61382453e-01  2.37782314e+00
 -2.21752513e-01  5.53984144e-01  2.78244492e+00  1.10446094e+00
  2.45835515e+00  3.08122334e+00  2.87276320e+00 -2.95059473e+00
 -8.95811313e-04 -5.35468000e-01  1.69781766e+00  2.63048598e+00
 -2.23822579e-01 -2.50820384e+00  2.58454189e+00 -3.07138132e+00
  7.70586243e-01 -7.23171520e-01 -1.85474248e+00  2.99573290e+00
 -1.87885157e+00 -1.63907411e+00 -2.59491225e+00  2.29400258e+00
 -3.46465315e+00  1.95119203e+00  1.90242182e+00  1.37296182e+00
  2.58265090e+00  2.86244904e+00  1.75763683e+00  1.51069156e+00
 -1.65209683e+00 -2.38609735e+00  1.19577043e+00  6.18731030e-01
  1.63573978e+00 -2.79917961e+00 -5.22613249e-01  2.42852622e+00]
Thu Jan  2 12:42:13 2025,2287,0.08523849842319395,[-3.08952197e+00  2.39676396e+00 -2.93562574e+00 -4.42784189e-01
  4.86242891e-01 -2.75642367e+00  2.99086850e+00  2.22568389e+00
  1.18812256e+00 -1.08991375e+00  5.65700370e-01  1.14962413e+00
  1.28310436e+00 -1.91869786e+00  7.50496761e-01  2.93105387e+00
 -6.88101547e-01 -1.86160245e-01 -1.86829817e+00  8.78804583e-01
  1.55925728e+00  2.80703151e+00 -1.31492477e+00 -2.89712838e-01
 -2.35380052e+00 -2.22040896e+00  3.13173459e+00  2.53082473e+00
 -6.43141497e-01 -2.68331751e+00  1.54313070e+00 -6.90314624e-02
 -2.51681589e+00  2.16715249e+00  1.10359827e+00 -6.64754198e-01
  1.04378449e+00 -1.95288426e+00 -2.59989360e-01  2.37643004e+00
 -2.20359420e-01  5.52591051e-01  2.78383802e+00  1.10585404e+00
  2.45974824e+00  3.08261644e+00  2.87137011e+00 -2.95198782e+00
 -2.28890409e-03 -5.36861092e-01  1.69921076e+00  2.63187907e+00
 -2.25215672e-01 -2.50959693e+00  2.58314880e+00 -3.06998823e+00
  7.69193150e-01 -7.24564613e-01 -1.85334939e+00  2.99433981e+00
 -1.87745848e+00 -1.64046721e+00 -2.59630535e+00  2.29260949e+00
 -3.46326006e+00  1.94979894e+00  1.90381491e+00  1.37435491e+00
  2.58404399e+00  2.86105594e+00  1.75624373e+00  1.50929847e+00
 -1.65348992e+00 -2.38470426e+00  1.19437734e+00  6.17337937e-01
  1.63434669e+00 -2.79778652e+00 -5.24006341e-01  2.42991931e+00]
Thu Jan  2 12:50:39 2025,2288,0.08299899259430944,[-3.08851345e+00  2.39575545e+00 -2.93461722e+00 -4.43792708e-01
  4.85234372e-01 -2.75541515e+00  2.99187702e+00  2.22467537e+00
  1.18913108e+00 -1.08890523e+00  5.66708888e-01  1.15063265e+00
  1.28209584e+00 -1.91768934e+00  7.51505280e-01  2.93206239e+00
 -6.89110066e-01 -1.87168764e-01 -1.86930669e+00  8.79813102e-01
  1.56026580e+00  2.80602299e+00 -1.31593329e+00 -2.88704319e-01
 -2.35279200e+00 -2.21940044e+00  3.13072607e+00  2.53183325e+00
 -6.42132979e-01 -2.68230899e+00  1.54212218e+00 -7.00399812e-02
 -2.51580738e+00  2.16816101e+00  1.10460679e+00 -6.65762717e-01
  1.04277597e+00 -1.95389278e+00 -2.60997879e-01  2.37542152e+00
 -2.21367939e-01  5.51582533e-01  2.78282950e+00  1.10686256e+00
  2.45873972e+00  3.08160792e+00  2.87036159e+00 -2.95299634e+00
 -3.29742290e-03 -5.37869611e-01  1.70021928e+00  2.63288759e+00
 -2.24207153e-01 -2.50858841e+00  2.58415731e+00 -3.07099675e+00
  7.68184632e-01 -7.25573132e-01 -1.85234087e+00  2.99534833e+00
 -1.87644996e+00 -1.63945869e+00 -2.59529683e+00  2.29361800e+00
 -3.46426858e+00  1.94879042e+00  1.90482343e+00  1.37334639e+00
  2.58303547e+00  2.86004742e+00  1.75725225e+00  1.51030699e+00
 -1.65248141e+00 -2.38571277e+00  1.19336882e+00  6.18346456e-01
  1.63333817e+00 -2.79879504e+00 -5.22997823e-01  2.43092783e+00]
Thu Jan  2 12:59:16 2025,2289,0.08950578690150976,[-3.09024518e+00  2.39402371e+00 -2.93288549e+00 -4.45524440e-01
  4.83502640e-01 -2.75714688e+00  2.99360875e+00  2.22294364e+00
  1.18739935e+00 -1.08717350e+00  5.68440621e-01  1.14890092e+00
  1.28382757e+00 -1.91942107e+00  7.53237012e-01  2.93379412e+00
 -6.87378334e-01 -1.85437032e-01 -1.86757496e+00  8.81544834e-01
  1.55853407e+00  2.80775472e+00 -1.31766502e+00 -2.90436051e-01
 -2.35452373e+00 -2.22113217e+00  3.13245780e+00  2.53356498e+00
 -6.40401247e-01 -2.68057726e+00  1.54385391e+00 -7.17717133e-02
 -2.51753911e+00  2.16989274e+00  1.10287506e+00 -6.64030985e-01
  1.04104424e+00 -1.95562451e+00 -2.62729611e-01  2.37368979e+00
 -2.23099671e-01  5.49850801e-01  2.78456123e+00  1.10513082e+00
  2.46047145e+00  3.08333965e+00  2.87209332e+00 -2.95472807e+00
 -1.56569086e-03 -5.36137879e-01  1.69848754e+00  2.63461932e+00
 -2.25938885e-01 -2.51032014e+00  2.58242558e+00 -3.07272848e+00
  7.69916364e-01 -7.27304864e-01 -1.85060914e+00  2.99361660e+00
 -1.87818169e+00 -1.63772695e+00 -2.59356509e+00  2.29188627e+00
 -3.46253684e+00  1.94705869e+00  1.90309170e+00  1.37507812e+00
  2.58130374e+00  2.85831569e+00  1.75898398e+00  1.51203872e+00
 -1.65074967e+00 -2.38398104e+00  1.19163709e+00  6.16614724e-01
  1.63160644e+00 -2.79706331e+00 -5.21266091e-01  2.43265956e+00]
Thu Jan  2 13:08:06 2025,2290,0.08287714438968855,[-3.09034919e+00  2.39412773e+00 -2.93298951e+00 -4.45420426e-01
  4.83398626e-01 -2.75704286e+00  2.99350474e+00  2.22283962e+00
  1.18750336e+00 -1.08727751e+00  5.68336607e-01  1.14900493e+00
  1.28372356e+00 -1.91952508e+00  7.53341025e-01  2.93369010e+00
 -6.87274320e-01 -1.85333018e-01 -1.86767897e+00  8.81648848e-01
  1.55843006e+00  2.80785873e+00 -1.31756101e+00 -2.90332037e-01
 -2.35462775e+00 -2.22123619e+00  3.13256181e+00  2.53366899e+00
 -6.40297233e-01 -2.68068127e+00  1.54374990e+00 -7.16676994e-02
 -2.51764312e+00  2.16999676e+00  1.10277105e+00 -6.64134998e-01
  1.04114825e+00 -1.95572853e+00 -2.62625597e-01  2.37379381e+00
 -2.22995657e-01  5.49746787e-01  2.78466524e+00  1.10502681e+00
  2.46057547e+00  3.08323564e+00  2.87219734e+00 -2.95483209e+00
 -1.66970471e-03 -5.36241893e-01  1.69859156e+00  2.63451531e+00
 -2.25834871e-01 -2.51021613e+00  2.58232157e+00 -3.07283249e+00
  7.70020378e-01 -7.27200850e-01 -1.85071315e+00  2.99351258e+00
 -1.87828570e+00 -1.63762294e+00 -2.59366911e+00  2.29199029e+00
 -3.46243283e+00  1.94695468e+00  1.90319571e+00  1.37518214e+00
  2.58140775e+00  2.85841971e+00  1.75908800e+00  1.51214273e+00
 -1.65064566e+00 -2.38408506e+00  1.19153307e+00  6.16718738e-01
  1.63171045e+00 -2.79695929e+00 -5.21370104e-01  2.43276358e+00]
Thu Jan  2 13:16:36 2025,2291,0.08656285320685715,[-3.09228416  2.3960627  -2.93492447 -0.44735539  0.48146366 -2.7551079
  2.99543971  2.22477459  1.1855684  -1.08921248  0.56640164  1.14706997
  1.28565853 -1.91759011  0.75527599  2.93175513 -0.68920929 -0.18726799
 -1.86574401  0.87971388  1.56036502  2.8097937  -1.31949597 -0.29226701
