Time,Iteration,Cost,Parameters
Sun Aug 25 00:57:13 2024,0,0.5606015633169759,[-2.89656923  2.23082042 -2.13089385 -0.10991681  0.5605013 ]
Sun Aug 25 00:57:53 2024,1,0.5571559517102009,[-2.8866344   2.24075525 -2.14082869 -0.09998198  0.55056647]
Sun Aug 25 00:58:32 2024,2,0.5460676439729746,[-2.87734268  2.25004697 -2.13153697 -0.10927369  0.54127475]
Sun Aug 25 00:59:10 2024,3,0.5524580593522873,[-2.86677369  2.23947797 -2.14210596 -0.0987047   0.53070575]
Sun Aug 25 00:59:49 2024,4,0.5500698349557465,[-2.85629359  2.22899788 -2.15258606 -0.08822461  0.54118585]
Sun Aug 25 01:00:28 2024,5,0.5458326237496812,[-2.84621     2.21891428 -2.14250246 -0.0983082   0.55126944]
Sun Aug 25 01:01:07 2024,6,0.5468511258512713,[-2.83526534  2.22985894 -2.15344712 -0.08736354  0.54032479]
Sun Aug 25 01:01:46 2024,7,0.5302487730595317,[-2.82071269  2.21530629 -2.16799977 -0.07281089  0.55487743]
Sun Aug 25 01:02:25 2024,8,0.5364228837149443,[-2.80965771  2.22636127 -2.17905475 -0.06175591  0.56593241]
Sun Aug 25 01:03:03 2024,9,0.5230687826133046,[-2.7970551   2.21375866 -2.16645214 -0.07435852  0.5533298 ]
Sun Aug 25 01:03:42 2024,10,0.5219828813794636,[-2.78508563  2.22572814 -2.15448266 -0.06238905  0.54136033]
Sun Aug 25 01:04:21 2024,11,0.5151999864874913,[-2.77376543  2.23704834 -2.16580286 -0.07370924  0.55268052]
Sun Aug 25 01:04:59 2024,12,0.5192643246768369,[-2.75960334  2.22288625 -2.17996495 -0.08787133  0.56684261]
Sun Aug 25 01:05:38 2024,13,0.5232959323694634,[-2.74715221  2.23533738 -2.19241607 -0.10032246  0.55439148]
Sun Aug 25 01:06:17 2024,14,0.5051374929384008,[-2.73409155  2.22227672 -2.17935541 -0.11338312  0.54133082]
Sun Aug 25 01:06:56 2024,15,0.5086484066902314,[-2.71921155  2.20739671 -2.16447541 -0.09850311  0.52645082]
Sun Aug 25 01:07:35 2024,16,0.5128818498115554,[-2.7035269   2.19171206 -2.18016005 -0.08281846  0.51076617]
Sun Aug 25 01:08:14 2024,17,0.49464924204280125,[-2.68782506  2.2074139  -2.1958619  -0.0985203   0.52646801]
Sun Aug 25 01:08:53 2024,18,0.4969439934191295,[-2.67444183  2.22079713 -2.20924513 -0.11190354  0.53985124]
Sun Aug 25 01:09:32 2024,19,0.5018520359452937,[-2.66018226  2.2350567  -2.19498556 -0.09764397  0.55411081]
Sun Aug 25 01:10:10 2024,20,0.48734034207915267,[-2.64480894  2.21968338 -2.21035888 -0.11301729  0.56948413]
Sun Aug 25 01:10:50 2024,21,0.4865281763159719,[-2.62933984  2.20421428 -2.22582798 -0.12848639  0.55401503]
Sun Aug 25 01:11:28 2024,22,0.4781519633486747,[-2.61350829  2.22004583 -2.20999643 -0.11265484  0.56984658]
Sun Aug 25 01:12:07 2024,23,0.47539345878932526,[-2.59639625  2.20293379 -2.19288439 -0.0955428   0.58695861]
Sun Aug 25 01:12:45 2024,24,0.46160859929146414,[-2.57961702  2.18615456 -2.17610516 -0.11232203  0.57017938]
Sun Aug 25 01:13:24 2024,25,0.4568481311989693,[-2.56377811  2.17031566 -2.16026626 -0.12816094  0.58601829]
Sun Aug 25 01:14:03 2024,26,0.44684958935460195,[-2.54746678  2.18662699 -2.14395492 -0.14447227  0.60232963]
Sun Aug 25 01:14:42 2024,27,0.4461359331632291,[-2.53198073  2.20211304 -2.15944097 -0.12898623  0.61781567]
Sun Aug 25 01:15:21 2024,28,0.43539793193799703,[-2.51506439  2.1851967  -2.14252463 -0.14590257  0.60089933]
Sun Aug 25 01:16:00 2024,29,0.42366201439200485,[-2.49866911  2.20159198 -2.1589199  -0.16229785  0.58450405]
