Time,Iteration,Cost,Parameters
Fri Aug 23 21:30:11 2024,0,0.9545511233838347,[-2.88293613  2.21718732 -2.14452695 -0.13677834  0.57413439 -2.79035629
  3.0888323   2.16935414  1.16527267 -1.0867304 ]
Fri Aug 23 21:31:26 2024,1,0.9457115497015535,[-2.86148466  2.2386388  -2.16597842 -0.11532687  0.55268292 -2.76890481
  3.11028377  2.14790266  1.18672415 -1.10818187]
Fri Aug 23 21:32:41 2024,2,0.9234602512457049,[-2.84025954  2.25986392 -2.1447533  -0.13655199  0.57390804 -2.79012993
  3.13150889  2.12667754  1.16549902 -1.12940699]
Fri Aug 23 21:33:57 2024,3,0.9105580971791662,[-2.81490889  2.23451327 -2.17010395 -0.16190264  0.54855739 -2.81548059
  3.10615824  2.10132689  1.19084967 -1.10405634]
Fri Aug 23 21:35:12 2024,4,0.9107449421453929,[-2.79099548  2.25842667 -2.19401736 -0.18581604  0.5724708  -2.79156718
  3.13007165  2.1252403   1.16693627 -1.12796975]
Fri Aug 23 21:36:28 2024,5,0.8870610554384023,[-2.76601787  2.23344906 -2.21899497 -0.21079366  0.54749318 -2.81654479
  3.15504926  2.10026268  1.19191388 -1.15294736]
Fri Aug 23 21:37:43 2024,6,0.8837599427286409,[-2.74046246  2.20789365 -2.19343956 -0.23634907  0.57304859 -2.8421002
  3.18060467  2.12581809  1.21746929 -1.17850277]
Fri Aug 23 21:38:59 2024,7,0.8695927071110113,[-2.71660179  2.18403298 -2.16957889 -0.2124884   0.54918792 -2.86596087
  3.20446534  2.14967876  1.24132996 -1.1546421 ]
Fri Aug 23 21:40:14 2024,8,0.8458623900232703,[-2.68979759  2.21083719 -2.1963831  -0.2392926   0.52238372 -2.89276508
  3.17766113  2.12287456  1.26813416 -1.18144631]
Fri Aug 23 21:41:30 2024,9,0.8368461069858634,[-2.6641366   2.1851762  -2.17072211 -0.21363162  0.5480447  -2.91842606
  3.15200015  2.09721357  1.29379515 -1.20710729]
Fri Aug 23 21:42:45 2024,10,0.8194048909633135,[-2.64105585  2.20825695 -2.14764136 -0.19055087  0.52496395 -2.89534531
  3.1289194   2.07413282  1.2707144  -1.23018805]
Fri Aug 23 21:44:01 2024,11,0.8030684536271843,[-2.61355527  2.18075638 -2.17514194 -0.16305029  0.49746338 -2.92284589
  3.10141882  2.10163339  1.29821497 -1.20268747]
Fri Aug 23 21:45:16 2024,12,0.789564872564746,[-2.58674735  2.2075643  -2.14833401 -0.18985822  0.5242713  -2.94965381
  3.12822675  2.12844132  1.3250229  -1.17587955]
Fri Aug 23 21:46:32 2024,13,0.7745678470827563,[-2.56385711  2.23045454 -2.12544377 -0.21274845  0.54716154 -2.92676357
  3.15111698  2.15133155  1.30213266 -1.15298931]
Fri Aug 23 21:47:48 2024,14,0.7651828131552495,[-2.53877967  2.25553198 -2.10036633 -0.2378259   0.52208409 -2.95184102
  3.12603954  2.176409    1.27705522 -1.12791187]
Fri Aug 23 21:49:04 2024,15,0.7472323675603565,[-2.51364903  2.23040135 -2.12549697 -0.26295653  0.54721473 -2.97697166
  3.1009089   2.15127836  1.30218585 -1.10278123]
Fri Aug 23 21:50:20 2024,16,0.7455583690536048,[-2.49085772  2.20761003 -2.14828828 -0.28574785  0.52442341 -2.99976297
  3.07811758  2.12848705  1.32497717 -1.12557255]
Fri Aug 23 21:51:35 2024,17,0.734578655215388,[-2.46530074  2.18205306 -2.17384525 -0.31130482  0.49886644 -3.02531994
  3.05256061  2.15404402  1.2994202  -1.10001557]
Fri Aug 23 21:52:50 2024,18,0.7209326741449825,[-2.43978259  2.20757121 -2.1483271  -0.28578667  0.47334829 -2.99980179
  3.02704246  2.17956217  1.32493835 -1.07449742]
Fri Aug 23 21:54:06 2024,19,0.6980316390644068,[-2.41648592  2.23086789 -2.12503043 -0.26249     0.45005161 -2.97650512
  3.05033914  2.15626549  1.34823503 -1.05120075]
